,,,duration,bytes
92006411,2021-12-13,"T-Mobile USA, Inc",75560,2385823
92006411,2021-12-14,"T-Mobile USA, Inc",75559,2179573
92006411,2021-12-15,"T-Mobile USA, Inc",100747,3004708
92006411,2021-12-16,"T-Mobile USA, Inc",75559,2539116
92006411,2021-12-17,"T-Mobile USA, Inc",100746,3332789
92006411,2021-12-18,"T-Mobile USA, Inc",75560,2239358
92006411,2021-12-19,"T-Mobile USA, Inc",100746,2851806
92006411,2021-12-20,"T-Mobile USA, Inc",75560,2161652
92006411,2021-12-21,"T-Mobile USA, Inc",75560,2337304
92006411,2021-12-22,"T-Mobile USA, Inc",100746,2806311
92006411,2021-12-23,"T-Mobile USA, Inc",75559,2151444
92006411,2021-12-24,"T-Mobile USA, Inc",100747,2781879
92006411,2021-12-25,"T-Mobile USA, Inc",75628,2336444
92006411,2021-12-26,"T-Mobile USA, Inc",100678,3065641
92006411,2021-12-27,"T-Mobile USA, Inc",75559,2452534
92006411,2021-12-28,"T-Mobile USA, Inc",100746,3133078
92006411,2021-12-29,"T-Mobile USA, Inc",75560,2443479
92006411,2021-12-30,"T-Mobile USA, Inc",75560,2435396
92006411,2021-12-31,"T-Mobile USA, Inc",100746,3293071
92006411,2022-01-01,"T-Mobile USA, Inc",75560,2734606
92006411,2022-01-02,"T-Mobile USA, Inc",100746,3976151
92006411,2022-01-03,"T-Mobile USA, Inc",75559,2171075
92006411,2022-01-04,"T-Mobile USA, Inc",99515,7754322
92006411,2022-01-05,"T-Mobile USA, Inc",72364,58340758
92006411,2022-01-06,"T-Mobile USA, Inc",78042,2316418
92006411,2022-01-07,"T-Mobile USA, Inc",100747,2625027
92006411,2022-01-08,"T-Mobile USA, Inc",75559,2110715
92006411,2022-01-09,"T-Mobile USA, Inc",100747,2766439
92006411,2022-01-10,"T-Mobile USA, Inc",80849,2157398
92006411,2022-01-11,"T-Mobile USA, Inc",75560,2171766
92006411,2022-01-12,"T-Mobile USA, Inc",100746,2698268
92006411,2022-01-13,"T-Mobile USA, Inc",75560,2016992
92006411,2022-01-14,"T-Mobile USA, Inc",100746,2728224
92006411,2022-01-15,"T-Mobile USA, Inc",81669,2229468
92006411,2022-01-16,"T-Mobile USA, Inc",75559,2110487
92006411,2022-01-17,"T-Mobile USA, Inc",50373,1521816
92006423,2021-11-25,"T-Mobile USA, Inc",100745,2956556
92006423,2021-11-26,"T-Mobile USA, Inc",75560,2105039
92006423,2021-11-27,"T-Mobile USA, Inc",100745,3100277
92006423,2021-11-28,"T-Mobile USA, Inc",75559,2383746
92006423,2021-11-29,"T-Mobile USA, Inc",100746,3061574
92006423,2021-11-30,"T-Mobile USA, Inc",75559,2657961
92006423,2021-12-01,"T-Mobile USA, Inc",75559,2236970
92006423,2021-12-02,"T-Mobile USA, Inc",100746,3244276
92006423,2021-12-03,"T-Mobile USA, Inc",75559,2442872
92006423,2021-12-04,"T-Mobile USA, Inc",100746,2930141
92006423,2021-12-05,"T-Mobile USA, Inc",75559,2277786
92006423,2021-12-06,"T-Mobile USA, Inc",100745,3153226
92006423,2021-12-07,"T-Mobile USA, Inc",64795,2108338
92006423,2021-12-08,"T-Mobile USA, Inc",105238,3222182
92006423,2021-12-09,"T-Mobile USA, Inc",73802,19271330
92006423,2021-12-10,AT&T Mobility,13461,519995
92006423,2021-12-10,"T-Mobile USA, Inc",74653,3246132
92006423,2021-12-11,AT&T Mobility,77603,2475524
92006423,2021-12-12,AT&T Mobility,98600,3774865
92006423,2021-12-13,AT&T Mobility,84699,2976628
92006423,2021-12-14,AT&T Mobility,100746,3345370
92006423,2021-12-15,AT&T Mobility,75559,2351597
92006423,2021-12-16,AT&T Mobility,75559,2707673
92006423,2021-12-17,AT&T Mobility,100746,3503487
92006423,2021-12-18,AT&T Mobility,75559,2310241
92006423,2021-12-19,AT&T Mobility,103388,3378083
92006423,2021-12-20,AT&T Mobility,69729,2387800
92006423,2021-12-21,AT&T Mobility,100755,3350201
92006423,2021-12-22,AT&T Mobility,75559,2486138
92006423,2021-12-23,AT&T Mobility,82706,2537231
92006423,2021-12-24,AT&T Mobility,100745,3269998
92006423,2021-12-25,AT&T Mobility,84006,2885553
92006423,2021-12-26,AT&T Mobility,75783,2699687
92006423,2021-12-27,AT&T Mobility,83922,3117783
92006423,2021-12-28,AT&T Mobility,100745,3351854
92006423,2021-12-29,AT&T Mobility,75560,2520480
92006423,2021-12-30,AT&T Mobility,100745,3122956
92006423,2021-12-31,AT&T Mobility,75559,2626511
92006423,2022-01-01,AT&T Mobility,75560,2587365
92006423,2022-01-02,AT&T Mobility,100745,3379141
92006423,2022-01-03,AT&T Mobility,75559,2277905
92006423,2022-01-04,AT&T Mobility,100746,3435913
92006423,2022-01-05,AT&T Mobility,75559,2483409
92006423,2022-01-06,AT&T Mobility,87707,2841958
92006423,2022-01-07,AT&T Mobility,15194,521210
92006423,2022-01-07,"T-Mobile USA, Inc",72144,2216562
92006423,2022-01-08,"T-Mobile USA, Inc",75559,2915972
92006423,2022-01-09,"T-Mobile USA, Inc",100745,3604617
92006423,2022-01-10,"T-Mobile USA, Inc",75560,2298795
92006423,2022-01-11,"T-Mobile USA, Inc",87117,3004363
92006423,2022-01-12,"T-Mobile USA, Inc",98588,75715318
92006423,2022-01-13,"T-Mobile USA, Inc",75559,2617431
92006423,2022-01-14,"T-Mobile USA, Inc",100746,3864398
92006423,2022-01-15,"T-Mobile USA, Inc",75559,2525679
92006423,2022-01-16,"T-Mobile USA, Inc",100746,3605762
92006423,2022-01-17,"T-Mobile USA, Inc",25186,781526
92006438,2021-11-25,"T-Mobile USA, Inc",75560,2159373
92006438,2021-11-26,AT&T Mobility,21787,633683
92006438,2021-11-26,"T-Mobile USA, Inc",61579,1878606
92006438,2021-11-27,AT&T Mobility,97212,3193689
92006438,2021-11-28,AT&T Mobility,75559,2158453
92006438,2021-11-29,AT&T Mobility,79667,2791378
92006438,2021-11-30,AT&T Mobility,100746,3029723
92006438,2021-12-01,AT&T Mobility,80942,2578818
92006438,2021-12-02,AT&T Mobility,79023,2627390
92006438,2021-12-03,AT&T Mobility,100745,3161085
92006438,2021-12-04,AT&T Mobility,89136,2738483
92006438,2021-12-05,AT&T Mobility,90863,2959711
92006438,2021-12-06,AT&T Mobility,65424,2265600
92006438,2021-12-07,AT&T Mobility,100746,3717249
92006438,2021-12-08,AT&T Mobility,74270,2200799
92006438,2021-12-09,AT&T Mobility,83158,2999750
92006438,2021-12-10,AT&T Mobility,100757,3842437
92006438,2021-12-11,AT&T Mobility,77899,2696204
92006438,2021-12-12,AT&T Mobility,89779,3126532
92006438,2021-12-13,AT&T Mobility,75560,2787878
92006438,2021-12-14,AT&T Mobility,96757,3398412
92006438,2021-12-15,AT&T Mobility,61620,1677837
92006438,2021-12-15,"T-Mobile USA, Inc",25193,1159807
92006438,2021-12-16,"T-Mobile USA, Inc",75560,2862448
92006438,2021-12-17,"T-Mobile USA, Inc",100746,3870472
92006438,2021-12-18,"T-Mobile USA, Inc",75559,2418415
92006438,2021-12-19,"T-Mobile USA, Inc",100746,3426232
92006438,2021-12-20,"T-Mobile USA, Inc",72762,20545317
92006438,2021-12-21,"T-Mobile USA, Inc",100746,2841439
92006438,2021-12-22,"T-Mobile USA, Inc",75559,2716947
92006438,2021-12-23,"T-Mobile USA, Inc",100746,3499325
92006438,2021-12-24,"T-Mobile USA, Inc",75559,2250049
92006438,2021-12-25,"T-Mobile USA, Inc",75656,1873751
92006438,2021-12-26,"T-Mobile USA, Inc",100650,3150773
92006438,2021-12-27,"T-Mobile USA, Inc",75559,2360398
92006438,2021-12-28,"T-Mobile USA, Inc",100746,3274135
92006438,2021-12-29,"T-Mobile USA, Inc",75559,2637010
92006438,2021-12-30,"T-Mobile USA, Inc",100746,3075193
92006438,2021-12-31,"T-Mobile USA, Inc",75560,2534353
92006438,2022-01-01,"T-Mobile USA, Inc",75559,2215721
92006438,2022-01-02,"T-Mobile USA, Inc",100746,3533720
92006438,2022-01-03,"T-Mobile USA, Inc",75559,2500284
92006438,2022-01-04,"T-Mobile USA, Inc",100746,3267948
92006438,2022-01-05,"T-Mobile USA, Inc",75560,2654754
92006438,2022-01-06,"T-Mobile USA, Inc",100745,2785281
92006438,2022-01-07,"T-Mobile USA, Inc",75560,2709848
92006438,2022-01-08,"T-Mobile USA, Inc",75559,2364745
92006438,2022-01-09,"T-Mobile USA, Inc",100746,3666972
92006438,2022-01-10,"T-Mobile USA, Inc",75560,2438100
92006438,2022-01-11,"T-Mobile USA, Inc",100745,3656888
92006438,2022-01-12,"T-Mobile USA, Inc",72711,71431867
92006438,2022-01-13,"T-Mobile USA, Inc",100746,3306968
92006438,2022-01-14,"T-Mobile USA, Inc",75559,2736472
92006438,2022-01-15,"T-Mobile USA, Inc",100746,3565285
92006438,2022-01-16,"T-Mobile USA, Inc",75560,2532094
92006438,2022-01-17,"T-Mobile USA, Inc",25186,795667
92006440,2021-11-25,"T-Mobile USA, Inc",73642,3229951
92006440,2021-11-26,AT&T Mobility,104006,3186411
92006440,2021-11-27,AT&T Mobility,75559,2692712
92006440,2021-11-28,AT&T Mobility,77500,2407488
92006440,2021-11-29,AT&T Mobility,100791,3646867
92006440,2021-11-30,AT&T Mobility,61411,2242270
92006440,2021-11-30,"T-Mobile USA, Inc",21769,878449
92006440,2021-12-01,AT&T Mobility,16223,823302
92006440,2021-12-01,"T-Mobile USA, Inc",58908,2029268
92006440,2021-12-02,AT&T Mobility,97160,3182560
92006440,2021-12-03,AT&T Mobility,91289,3431659
92006440,2021-12-03,"T-Mobile USA, Inc",6,0
92006440,2021-12-04,AT&T Mobility,64978,4256271
92006440,2021-12-04,"T-Mobile USA, Inc",4327,346658
92006440,2021-12-05,AT&T Mobility,95024,4234611
92006440,2021-12-06,AT&T Mobility,84594,3096275
92006440,2021-12-07,AT&T Mobility,22014,1004321
92006440,2021-12-07,"T-Mobile USA, Inc",62089,5616098
92006440,2021-12-08,AT&T Mobility,62748,2715571
92006440,2021-12-08,"T-Mobile USA, Inc",22421,1889221
92006440,2021-12-09,AT&T Mobility,54764,1641555
92006440,2021-12-09,"T-Mobile USA, Inc",50411,2990928
92006440,2021-12-10,AT&T Mobility,35563,2223320
92006440,2021-12-10,"T-Mobile USA, Inc",30617,1890829
92006440,2021-12-11,AT&T Mobility,100746,3116072
92006440,2021-12-12,AT&T Mobility,56694,2619696
92006440,2021-12-12,"T-Mobile USA, Inc",26114,2597456
92006440,2021-12-13,AT&T Mobility,89734,3485451
92006440,2021-12-14,AT&T Mobility,67746,3126437
92006440,2021-12-14,"T-Mobile USA, Inc",3608,298055
92006440,2021-12-15,AT&T Mobility,99540,9641115
92006440,2021-12-15,"T-Mobile USA, Inc",2297,299226
92006440,2021-12-16,AT&T Mobility,85671,9442880
92006440,2021-12-16,"T-Mobile USA, Inc",854,85785
92006440,2021-12-17,AT&T Mobility,75560,3810324
92006440,2021-12-18,AT&T Mobility,100746,3112976
92006440,2021-12-19,AT&T Mobility,75559,2374287
92006440,2021-12-20,AT&T Mobility,75559,2131773
92006440,2021-12-21,AT&T Mobility,100746,3103269
92006440,2021-12-22,AT&T Mobility,84242,2872460
92006440,2021-12-23,AT&T Mobility,75560,2415815
92006440,2021-12-24,AT&T Mobility,86939,2652846
92006440,2021-12-25,AT&T Mobility,93600,3274866
92006440,2021-12-26,AT&T Mobility,75648,4675958
92006440,2021-12-26,"T-Mobile USA, Inc",364,120348
92006440,2021-12-27,AT&T Mobility,108695,4054512
92006440,2021-12-28,AT&T Mobility,75560,2414716
92006440,2021-12-29,AT&T Mobility,75559,2888988
92006440,2021-12-30,AT&T Mobility,100746,3087593
92006440,2021-12-31,AT&T Mobility,75559,2316632
92006440,2022-01-01,AT&T Mobility,100746,3299072
92006440,2022-01-02,AT&T Mobility,83849,2953668
92006440,2022-01-03,AT&T Mobility,75560,2526582
92006440,2022-01-04,AT&T Mobility,101673,3754906
92006440,2022-01-05,AT&T Mobility,82556,2947461
92006440,2022-01-06,AT&T Mobility,75559,2296066
92006440,2022-01-07,AT&T Mobility,96040,3396700
92006440,2022-01-08,AT&T Mobility,75559,2425617
92006440,2022-01-09,AT&T Mobility,82704,2904188
92006440,2022-01-10,AT&T Mobility,103944,3844251
92006440,2022-01-11,AT&T Mobility,62426,3839737
92006440,2022-01-11,"T-Mobile USA, Inc",9500,578956
92006440,2022-01-12,AT&T Mobility,83173,62328463
92006440,2022-01-12,"T-Mobile USA, Inc",508,39902
92006440,2022-01-13,AT&T Mobility,87971,5394299
92006440,2022-01-14,AT&T Mobility,94227,3438547
92006440,2022-01-15,AT&T Mobility,57278,1947153
92006440,2022-01-15,"T-Mobile USA, Inc",643,147111
92006440,2022-01-16,AT&T Mobility,97335,3304263
92006440,2022-01-16,"T-Mobile USA, Inc",3446,193698
92006440,2022-01-17,AT&T Mobility,25186,803967
92006441,2021-11-25,"T-Mobile USA, Inc",100746,4044082
92006441,2021-11-26,"T-Mobile USA, Inc",75559,2734719
92006441,2021-11-27,"T-Mobile USA, Inc",100745,3531928
92006441,2021-11-28,"T-Mobile USA, Inc",75560,3003792
92006441,2021-11-29,"T-Mobile USA, Inc",100745,3257959
92006441,2021-11-30,"T-Mobile USA, Inc",75559,2791205
92006441,2021-12-01,"T-Mobile USA, Inc",75559,2892671
92006441,2021-12-02,"T-Mobile USA, Inc",100746,3448608
92006441,2021-12-03,"T-Mobile USA, Inc",75559,2827281
92006441,2021-12-04,"T-Mobile USA, Inc",100745,3709546
92006441,2021-12-05,"T-Mobile USA, Inc",75559,2658798
92006441,2021-12-06,"T-Mobile USA, Inc",100746,3363869
92006441,2021-12-07,"T-Mobile USA, Inc",75559,2931916
92006441,2021-12-08,"T-Mobile USA, Inc",75559,2919554
92006441,2021-12-09,"T-Mobile USA, Inc",97606,80200439
92006441,2021-12-10,"T-Mobile USA, Inc",75560,3057317
92006441,2021-12-11,"T-Mobile USA, Inc",100745,3769801
92006441,2021-12-12,"T-Mobile USA, Inc",75559,3022562
92006441,2021-12-13,"T-Mobile USA, Inc",100746,3832779
92006441,2021-12-14,"T-Mobile USA, Inc",75559,3330506
92006441,2021-12-15,"T-Mobile USA, Inc",100745,4274071
92006441,2021-12-16,"T-Mobile USA, Inc",75559,3067524
92006441,2021-12-17,"T-Mobile USA, Inc",75559,3258453
92006441,2021-12-18,"T-Mobile USA, Inc",100746,3786868
92006441,2021-12-19,"T-Mobile USA, Inc",75559,3132116
92006441,2021-12-20,"T-Mobile USA, Inc",100745,3885787
92006441,2021-12-21,"T-Mobile USA, Inc",75560,2967357
92006441,2021-12-22,"T-Mobile USA, Inc",97490,73603483
92006441,2021-12-23,"T-Mobile USA, Inc",75560,3285570
92006441,2021-12-24,"T-Mobile USA, Inc",100745,4211592
92006441,2021-12-25,"T-Mobile USA, Inc",72127,2753457
92006441,2021-12-26,"T-Mobile USA, Inc",100580,3921280
92006441,2021-12-27,"T-Mobile USA, Inc",75559,3225121
92006441,2021-12-28,"T-Mobile USA, Inc",75559,3058550
92006441,2021-12-29,"T-Mobile USA, Inc",100745,4107639
92006441,2021-12-30,"T-Mobile USA, Inc",75559,2961877
92006441,2021-12-31,"T-Mobile USA, Inc",100746,3882704
92006441,2022-01-01,"T-Mobile USA, Inc",75559,2826940
92006441,2022-01-02,"T-Mobile USA, Inc",100746,4071337
92006441,2022-01-03,"T-Mobile USA, Inc",75559,3042495
92006441,2022-01-04,"T-Mobile USA, Inc",75559,3056592
92006441,2022-01-05,"T-Mobile USA, Inc",100745,4099795
92006441,2022-01-06,"T-Mobile USA, Inc",75559,2701585
92006441,2022-01-07,"T-Mobile USA, Inc",100746,3797468
92006441,2022-01-08,"T-Mobile USA, Inc",75559,2746510
92006441,2022-01-09,"T-Mobile USA, Inc",100746,3904376
92006441,2022-01-10,"T-Mobile USA, Inc",75559,2715818
92006441,2022-01-11,"T-Mobile USA, Inc",75559,2584222
92006441,2022-01-12,"T-Mobile USA, Inc",100745,3494426
92006441,2022-01-13,"T-Mobile USA, Inc",75559,2773811
92006441,2022-01-14,AT&T Mobility,71976,2903485
92006441,2022-01-14,"T-Mobile USA, Inc",14834,648863
92006441,2022-01-15,AT&T Mobility,100745,3827375
92006441,2022-01-16,AT&T Mobility,75559,2583853
92006441,2022-01-17,AT&T Mobility,50373,1822840
92006453,2021-11-25,"T-Mobile USA, Inc",100746,2720075
92006453,2021-11-26,"T-Mobile USA, Inc",75559,2027185
92006453,2021-11-27,"T-Mobile USA, Inc",100745,3122630
92006453,2021-11-28,"T-Mobile USA, Inc",75560,2194882
92006453,2021-11-29,"T-Mobile USA, Inc",75559,2211068
92006453,2021-11-30,"T-Mobile USA, Inc",100745,3613160
92006453,2021-12-01,"T-Mobile USA, Inc",75560,2207898
92006453,2021-12-02,"T-Mobile USA, Inc",100745,3474358
92006453,2021-12-03,"T-Mobile USA, Inc",75559,2342451
92006453,2021-12-04,"T-Mobile USA, Inc",100746,3113167
92006453,2021-12-05,"T-Mobile USA, Inc",75559,2046282
92006453,2021-12-06,"T-Mobile USA, Inc",75559,2401392
92006453,2021-12-07,"T-Mobile USA, Inc",84851,2897743
92006453,2021-12-08,"T-Mobile USA, Inc",100764,2883235
92006453,2021-12-09,"T-Mobile USA, Inc",75559,2295751
92006453,2021-12-10,"T-Mobile USA, Inc",100746,3270111
92006453,2021-12-11,"T-Mobile USA, Inc",75559,2463741
92006453,2021-12-12,"T-Mobile USA, Inc",100746,3453672
92006453,2021-12-13,"T-Mobile USA, Inc",75559,2348694
92006453,2021-12-14,"T-Mobile USA, Inc",75559,2303737
92006453,2021-12-15,"T-Mobile USA, Inc",100746,3335480
92006453,2021-12-16,"T-Mobile USA, Inc",75559,2834385
92006453,2021-12-17,"T-Mobile USA, Inc",100745,3170155
92006453,2021-12-18,"T-Mobile USA, Inc",75560,2433463
92006453,2021-12-19,"T-Mobile USA, Inc",100745,3082231
92006453,2021-12-20,"T-Mobile USA, Inc",75559,2597299
92006453,2021-12-21,"T-Mobile USA, Inc",75559,2262759
92006453,2021-12-22,"T-Mobile USA, Inc",100746,3575469
92006453,2021-12-23,"T-Mobile USA, Inc",75559,2174719
92006453,2021-12-24,"T-Mobile USA, Inc",100746,3237259
92006453,2021-12-25,"T-Mobile USA, Inc",75627,2254446
92006453,2021-12-26,"T-Mobile USA, Inc",100678,4202629
92006453,2021-12-27,"T-Mobile USA, Inc",75559,2680195
92006453,2021-12-28,"T-Mobile USA, Inc",100745,3447496
92006453,2021-12-29,"T-Mobile USA, Inc",75560,2432475
92006453,2021-12-30,"T-Mobile USA, Inc",75559,2158058
92006453,2021-12-31,"T-Mobile USA, Inc",100745,3414012
92006453,2022-01-01,"T-Mobile USA, Inc",75559,2656495
92006453,2022-01-02,"T-Mobile USA, Inc",100746,3185857
92006453,2022-01-03,"T-Mobile USA, Inc",75559,2131007
92006453,2022-01-04,"T-Mobile USA, Inc",100746,3215497
92006453,2022-01-05,AT&T Mobility,75560,2534164
92006453,2022-01-05,"T-Mobile USA, Inc",4775,156867
92006453,2022-01-06,AT&T Mobility,75559,2063846
92006453,2022-01-07,AT&T Mobility,100746,3372548
92006453,2022-01-08,AT&T Mobility,75559,2829142
92006453,2022-01-09,AT&T Mobility,75559,2313265
92006453,2022-01-10,AT&T Mobility,100746,3305231
92006453,2022-01-11,AT&T Mobility,75559,2250706
92006453,2022-01-12,AT&T Mobility,98053,61251638
92006453,2022-01-13,AT&T Mobility,75559,2587900
92006453,2022-01-14,AT&T Mobility,100746,3058393
92006453,2022-01-15,AT&T Mobility,75559,2526110
92006453,2022-01-16,AT&T Mobility,100746,3176003
92006453,2022-01-17,AT&T Mobility,25186,775464
92006459,2021-11-25,"T-Mobile USA, Inc",75560,2245454
92006459,2021-11-26,"T-Mobile USA, Inc",100746,3127797
92006459,2021-11-27,"T-Mobile USA, Inc",75560,2779981
92006459,2021-11-28,"T-Mobile USA, Inc",75559,2538796
92006459,2021-11-29,"T-Mobile USA, Inc",100747,3494053
92006459,2021-11-30,"T-Mobile USA, Inc",75559,2530078
92006459,2021-12-01,"T-Mobile USA, Inc",100746,3301179
92006459,2021-12-02,"T-Mobile USA, Inc",75560,2276985
92006459,2021-12-03,"T-Mobile USA, Inc",100746,2921838
92006459,2021-12-04,"T-Mobile USA, Inc",75560,2728870
92006459,2021-12-05,"T-Mobile USA, Inc",75560,2739854
92006459,2021-12-06,"T-Mobile USA, Inc",100746,3832471
92006459,2021-12-07,"T-Mobile USA, Inc",75559,2536977
92006459,2021-12-08,"T-Mobile USA, Inc",100747,3504783
92006459,2021-12-09,"T-Mobile USA, Inc",75559,2492185
92006459,2021-12-10,"T-Mobile USA, Inc",99465,143341253
92006459,2021-12-11,"T-Mobile USA, Inc",75559,2565278
92006459,2021-12-12,"T-Mobile USA, Inc",100746,3777572
92006459,2021-12-13,"T-Mobile USA, Inc",75560,2512184
92006459,2021-12-14,"T-Mobile USA, Inc",75560,2532052
92006459,2021-12-15,"T-Mobile USA, Inc",100746,3220301
92006459,2021-12-16,"T-Mobile USA, Inc",75559,2742805
92006459,2021-12-17,"T-Mobile USA, Inc",100747,3403560
92006459,2021-12-18,"T-Mobile USA, Inc",75559,2664797
92006459,2021-12-19,"T-Mobile USA, Inc",100747,3390294
92006459,2021-12-20,"T-Mobile USA, Inc",75559,2618021
92006459,2021-12-21,"T-Mobile USA, Inc",75560,2570070
92006459,2021-12-22,"T-Mobile USA, Inc",100746,3219592
92006459,2021-12-23,"T-Mobile USA, Inc",75560,2519117
92006459,2021-12-24,"T-Mobile USA, Inc",100746,3301253
92006459,2021-12-25,"T-Mobile USA, Inc",72031,2558777
92006459,2021-12-26,"T-Mobile USA, Inc",100677,3654225
92006459,2021-12-27,"T-Mobile USA, Inc",75559,2434764
92006459,2021-12-28,"T-Mobile USA, Inc",100746,3307442
92006459,2021-12-29,"T-Mobile USA, Inc",75560,2524204
92006459,2021-12-30,"T-Mobile USA, Inc",75560,2696854
92006459,2021-12-31,"T-Mobile USA, Inc",100746,3561392
92006459,2022-01-01,"T-Mobile USA, Inc",75559,2385634
92006459,2022-01-02,"T-Mobile USA, Inc",100747,3079051
92006459,2022-01-03,"T-Mobile USA, Inc",75559,2654170
92006459,2022-01-04,"T-Mobile USA, Inc",100746,3376697
92006459,2022-01-05,"T-Mobile USA, Inc",75560,2316655
92006459,2022-01-06,"T-Mobile USA, Inc",77888,2362979
92006459,2022-01-07,"T-Mobile USA, Inc",100746,3501191
92006459,2022-01-08,"T-Mobile USA, Inc",75559,2312388
92006459,2022-01-09,AT&T Mobility,75569,2704655
92006459,2022-01-09,"T-Mobile USA, Inc",6994,156375
92006459,2022-01-10,AT&T Mobility,100746,3515907
92006459,2022-01-11,AT&T Mobility,75560,2419739
92006459,2022-01-12,AT&T Mobility,97832,71031367
92006459,2022-01-13,AT&T Mobility,84539,2926005
92006459,2022-01-14,AT&T Mobility,75560,2298357
92006459,2022-01-15,AT&T Mobility,100746,3424893
92006459,2022-01-16,AT&T Mobility,75560,2770186
92006459,2022-01-17,AT&T Mobility,25186,966076
92006464,2021-11-25,AT&T Mobility,86413,0
92006464,2021-11-26,AT&T Mobility,86419,0
92006464,2021-11-27,AT&T Mobility,86406,0
92006464,2021-11-28,AT&T Mobility,86416,0
92006464,2021-11-29,AT&T Mobility,86412,0
92006464,2021-11-30,AT&T Mobility,86408,0
92006464,2021-12-01,AT&T Mobility,86413,0
92006464,2021-12-02,AT&T Mobility,86042,0
92006464,2021-12-03,"T-Mobile USA, Inc",86421,0
92006464,2021-12-04,"T-Mobile USA, Inc",86416,0
92006464,2021-12-05,"T-Mobile USA, Inc",86407,0
92006464,2021-12-06,"T-Mobile USA, Inc",118647,0
92006464,2021-12-07,"T-Mobile USA, Inc",43211,0
92006464,2021-12-08,"T-Mobile USA, Inc",86419,0
92006464,2021-12-09,"T-Mobile USA, Inc",86414,0
92006464,2021-12-10,"T-Mobile USA, Inc",86404,0
92006464,2021-12-11,"T-Mobile USA, Inc",86414,0
92006464,2021-12-12,"T-Mobile USA, Inc",43201,0
92006464,2021-12-13,"T-Mobile USA, Inc",86419,0
92006464,2021-12-14,"T-Mobile USA, Inc",86413,0
92006464,2021-12-15,"T-Mobile USA, Inc",86411,0
92006464,2021-12-16,"T-Mobile USA, Inc",86421,0
92006464,2021-12-17,"T-Mobile USA, Inc",86409,0
92006464,2021-12-18,"T-Mobile USA, Inc",86416,0
92006464,2021-12-19,"T-Mobile USA, Inc",86407,0
92006464,2021-12-20,"T-Mobile USA, Inc",86406,0
92006464,2021-12-21,"T-Mobile USA, Inc",86410,0
92006464,2021-12-22,"T-Mobile USA, Inc",87135,0
92006464,2021-12-23,"T-Mobile USA, Inc",52154,696
92006464,2021-12-24,"T-Mobile USA, Inc",93620,0
92006464,2021-12-25,"T-Mobile USA, Inc",81128,0
92006464,2021-12-26,"T-Mobile USA, Inc",92265,13436
92006464,2021-12-27,"T-Mobile USA, Inc",72257,10688
92006464,2021-12-28,"T-Mobile USA, Inc",98948,17708
92006464,2021-12-29,"T-Mobile USA, Inc",70177,5376
92006464,2021-12-30,"T-Mobile USA, Inc",99521,448
92006464,2021-12-31,"T-Mobile USA, Inc",86419,0
92006464,2022-01-01,"T-Mobile USA, Inc",115101,0
92006464,2022-01-02,"T-Mobile USA, Inc",43208,0
92006464,2022-01-03,AT&T Mobility,24259,716
92006464,2022-01-03,"T-Mobile USA, Inc",60864,0
92006464,2022-01-04,AT&T Mobility,70862,5436
92006464,2022-01-05,AT&T Mobility,93258,6376
92006464,2022-01-06,AT&T Mobility,81457,4720
92006464,2022-01-07,AT&T Mobility,124222,0
92006464,2022-01-08,AT&T Mobility,66498,448
92006464,2022-01-09,AT&T Mobility,69881,3920
92006464,2022-01-10,AT&T Mobility,87024,3248
92006464,2022-01-11,AT&T Mobility,93126,4644
92006464,2022-01-12,AT&T Mobility,90288,5324
92006464,2022-01-13,AT&T Mobility,77890,2352
92006464,2022-01-14,AT&T Mobility,88531,2740
92006464,2022-01-15,AT&T Mobility,21612,1404
92006470,2021-11-25,"T-Mobile USA, Inc",75559,2343393
92006470,2021-11-26,"T-Mobile USA, Inc",100746,2705852
92006470,2021-11-27,"T-Mobile USA, Inc",75559,2529164
92006470,2021-11-28,"T-Mobile USA, Inc",100746,3200467
92006470,2021-11-29,"T-Mobile USA, Inc",75559,2179904
92006470,2021-11-30,"T-Mobile USA, Inc",100745,3305136
92006470,2021-12-01,"T-Mobile USA, Inc",75560,2235208
92006470,2021-12-02,"T-Mobile USA, Inc",75559,2408822
92006470,2021-12-03,"T-Mobile USA, Inc",100746,3040414
92006470,2021-12-04,"T-Mobile USA, Inc",75559,2386206
92006470,2021-12-05,"T-Mobile USA, Inc",100746,2970990
92006470,2021-12-06,"T-Mobile USA, Inc",75559,2429769
92006470,2021-12-07,"T-Mobile USA, Inc",100746,2974268
92006470,2021-12-08,"T-Mobile USA, Inc",75559,2312179
92006470,2021-12-09,"T-Mobile USA, Inc",75559,2421151
92006470,2021-12-10,"T-Mobile USA, Inc",100226,17133050
92006470,2021-12-11,"T-Mobile USA, Inc",75560,2257283
92006470,2021-12-12,"T-Mobile USA, Inc",100745,3350318
92006470,2021-12-13,"T-Mobile USA, Inc",75560,1900802
92006470,2021-12-14,"T-Mobile USA, Inc",100745,3125981
92006470,2021-12-15,"T-Mobile USA, Inc",75560,2371460
92006470,2021-12-16,"T-Mobile USA, Inc",75559,2574342
92006470,2021-12-17,"T-Mobile USA, Inc",100746,3594290
92006470,2021-12-18,"T-Mobile USA, Inc",75559,2258339
92006470,2021-12-19,"T-Mobile USA, Inc",100746,3210900
92006470,2021-12-20,"T-Mobile USA, Inc",75559,2119002
92006470,2021-12-21,"T-Mobile USA, Inc",100745,3662879
